Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases,Purchase_Freq_Per_Year,Est_Tenure_Years,Total_Spend_Proxy,Promo_Reliant,Promo_Dependency_Score,Satisfaction_Flag,LoyaltyA_raw,LoyaltyB_raw,Loyalty_Tier,Value_Tier
58,21,Male,Coat,Outerwear,64,West Virginia,M,White,Summer,4.4,Yes,Store Pickup,Yes,17,Debit Card,Fortnightly,26,0.6538461538461539,1152,1,0.6,High,0.9292943261144464,0.07712319060176331,High,Silver
59,69,Male,Hoodie,Clothing,54,Missouri,M,Charcoal,Summer,4.2,Yes,Free Shipping,Yes,29,Venmo,Monthly,12,2.4166666666666665,1620,1,0.6,High,0.9270542582363119,0.26517349708914256,High,Gold
60,63,Male,Belt,Accessories,79,Louisiana,L,Yellow,Spring,4.6,Yes,Standard,Yes,4,Debit Card,Weekly,52,0.07692307692307693,395,1,0.6,High,1.5761923101318553,0.20412690646279485,High,Bronze
61,50,Male,Sweater,Clothing,37,Idaho,L,Brown,Summer,4.0,Yes,Express,Yes,17,Cash,Weekly,52,0.3269230769230769,666,1,0.6,Medium,2.4760253112730783,-0.5702760203769683,High,Silver
62,55,Male,Scarf,Accessories,68,Texas,M,Orange,Winter,4.7,Yes,Store Pickup,Yes,21,Credit Card,Quarterly,4,5.25,1496,1,0.6,High,-0.10260635328401957,1.7185802619114043,Medium,Gold
63,30,Male,Sneakers,Footwear,21,Mississippi,S,Magenta,Spring,3.8,Yes,Free Shipping,Yes,31,Credit Card,Fortnightly,26,1.1923076923076923,672,1,0.6,Medium,1.8983452504203786,-0.620644974045144,High,Silver
64,33,Male,Sunglasses,Accessories,79,Arizona,L,Lavender,Winter,2.7,Yes,2-Day Shipping,Yes,43,Credit Card,Weekly,52,0.8269230769230769,3476,1,0.6,Low,4.275691313555524,-2.2592184941798688,High,Platinum
65,65,Male,Boots,Footwear,83,Alabama,S,Green,Fall,4.8,Yes,Standard,Yes,18,Debit Card,Fortnightly,26,0.6923076923076923,1577,1,0.6,High,0.9985122492791558,0.6478876393876367,High,Gold
66,65,Male,Backpack,Accessories,36,New Jersey,M,Purple,Spring,4.8,Yes,2-Day Shipping,Yes,44,Venmo,Quarterly,4,10.0,1620,1,0.6,High,1.4894058795042977,3.1206359661438228,High,Gold
67,31,Male,Blouse,Clothing,94,Pennsylvania,S,Magenta,Winter,4.7,Yes,2-Day Shipping,Yes,3,Venmo,Quarterly,4,0.75,376,1,0.6,High,-1.3485289702487897,0.5230779717028352,Low,Bronze
68,45,Male,Coat,Outerwear,33,Connecticut,L,Gray,Winter,4.4,Yes,Store Pickup,Yes,49,Debit Card,Monthly,12,4.083333333333333,1650,1,0.6,High,2.311412721530501,0.9882253633390631,High,Gold
69,57,Male,Handbag,Accessories,46,Utah,L,Silver,Summer,3.9,Yes,Next Day Air,Yes,21,Cash,Quarterly,4,5.25,1012,1,0.6,Medium,-0.10260635328401957,0.5974873009244177,Medium,Silver
70,48,Male,Belt,Accessories,70,Tennessee,S,Cyan,Summer,4.4,Yes,Express,Yes,5,Cash,Weekly,52,0.09615384615384616,420,1,0.6,High,1.6454102332965648,-0.0710373496377602,High,Bronze
71,22,Male,Belt,Accessories,29,Alabama,M,Magenta,Fall,4.2,Yes,Express,Yes,32,Debit Card,Quarterly,4,8.0,957,1,0.6,High,0.6587908015277844,1.7484818941997746,Medium,Silver
72,36,Male,Dress,Clothing,48,Virginia,L,Gold,Summer,2.9,Yes,Express,Yes,34,Bank Transfer,Annually,1,10.0,1680,1,0.6,Low,0.6187576880312073,0.4580401837997301,Medium,Gold
73,18,Male,Dress,Clothing,26,Georgia,M,Olive,Winter,2.9,Yes,Store Pickup,Yes,21,Bank Transfer,Quarterly,4,5.25,572,1,0.6,Low,-0.10260635328401957,-0.8038789003093152,Medium,Bronze
74,48,Male,Pants,Clothing,85,Hawaii,M,Teal,Spring,2.7,Yes,Free Shipping,Yes,43,Bank Transfer,Bi-Weekly,26,1.6538461538461537,3740,1,0.6,Low,2.728960328396892,-2.0395321758936786,High,Platinum
75,49,Male,Gloves,Accessories,58,Indiana,L,Violet,Spring,4.5,Yes,Express,Yes,3,Cash,Monthly,12,0.25,232,1,0.6,High,-0.8726117440461338,0.10997114365513638,Low,Bronze
76,64,Male,Scarf,Accessories,85,Utah,M,Blue,Summer,2.7,Yes,Free Shipping,Yes,21,Credit Card,Annually,1,10.0,1870,1,0.6,Low,-0.28107531311001566,0.17776694355298406,Medium,Gold
77,50,Male,Hat,Accessories,43,Delaware,S,Teal,Summer,4.2,Yes,Free Shipping,Yes,32,Venmo,Monthly,12,2.6666666666666665,1419,1,0.6,High,1.1347080277304402,0.3315902909896186,High,Gold
78,22,Male,Dress,Clothing,53,Delaware,L,Gold,Summer,3.3,Yes,Next Day Air,Yes,36,Debit Card,Fortnightly,26,1.3846153846153846,1961,1,0.6,Medium,2.244434866243926,-1.2702382332001059,High,Gold
79,50,Male,Skirt,Clothing,91,Nebraska,M,Maroon,Spring,4.7,Yes,Free Shipping,Yes,50,Venmo,Fortnightly,26,1.9230769230769231,4641,1,0.6,High,3.2134857905498584,0.8347260046204537,High,Platinum
80,38,Male,Jacket,Outerwear,96,Iowa,M,Olive,Winter,2.6,Yes,2-Day Shipping,Yes,43,Bank Transfer,Quarterly,4,10.0,4224,1,0.6,Low,1.4201879563395883,0.03763032342961048,High,Platinum
81,19,Male,Sandals,Footwear,72,New York,XL,Blue,Summer,3.8,Yes,Store Pickup,Yes,24,Credit Card,Quarterly,4,6.0,1800,1,0.6,Medium,0.10504741621010882,0.6566010625024725,Medium,Gold
82,67,Male,Shoes,Footwear,96,Virginia,L,Maroon,Summer,2.6,Yes,Express,Yes,36,Credit Card,Quarterly,4,9.0,3552,1,0.6,Low,0.9356624941866222,-0.22803685217229397,High,Platinum
83,19,Male,Pants,Clothing,28,Georgia,S,Olive,Spring,4.0,Yes,2-Day Shipping,Yes,21,Credit Card,Quarterly,4,5.25,616,1,0.6,Medium,-0.10260635328401957,0.7376239210477911,Medium,Bronze
84,36,Male,Dress,Clothing,40,Texas,M,Turquoise,Summer,4.1,Yes,Standard,Yes,34,Bank Transfer,Weekly,52,0.6538461538461539,1400,1,0.6,High,3.652730005073139,-0.3432866697683576,High,Gold
85,52,Male,Coat,Outerwear,32,Arizona,S,Peach,Spring,4.4,Yes,Standard,Yes,42,Bank Transfer,Quarterly,4,10.0,1376,1,0.6,High,1.3509700331748788,2.5600894856503302,High,Gold
86,53,Male,Sunglasses,Accessories,95,New Mexico,M,Charcoal,Winter,4.5,Yes,Next Day Air,Yes,2,Debit Card,Bi-Weekly,26,0.07692307692307693,285,1,0.6,High,-0.10897452135619545,0.06399028633942216,Medium,Bronze
87,24,Male,Hoodie,Clothing,41,Nevada,L,Pink,Spring,3.7,Yes,2-Day Shipping,Yes,47,Cash,Bi-Weekly,26,1.8076923076923077,1968,1,0.6,Medium,3.00583202105573,-0.597294101490422,High,Gold
88,52,Male,Shoes,Footwear,53,Ohio,M,Green,Fall,3.7,Yes,2-Day Shipping,Yes,44,Debit Card,Fortnightly,26,1.6923076923076923,2385,1,0.6,Medium,2.7981782515616014,-0.6279480063675646,High,Platinum
89,33,Male,T-shirt,Clothing,47,Wyoming,M,Orange,Fall,3.5,Yes,Free Shipping,Yes,35,Credit Card,Monthly,12,2.9166666666666665,1692,1,0.6,Medium,1.3423617972245687,-0.5829492559735185,High,Gold
90,47,Male,Jacket,Outerwear,83,California,XL,Pink,Fall,3.6,Yes,Next Day Air,Yes,15,Cash,Quarterly,4,3.75,1328,1,0.6,Medium,-0.5179138922722761,-0.22142332284855826,Low,Silver
91,25,Male,Hat,Accessories,48,South Carolina,L,Violet,Summer,2.9,Yes,Express,Yes,29,Credit Card,Monthly,12,2.4166666666666665,1440,1,0.6,Low,0.9270542582363119,-1.5566025645147106,High,Gold
92,44,Male,Scarf,Accessories,99,South Carolina,S,Green,Winter,4.6,Yes,Standard,Yes,18,Credit Card,Quarterly,4,4.5,1881,1,0.6,High,-0.3102601227781481,1.3791932600866021,Medium,Gold
93,61,Male,Jacket,Outerwear,87,Texas,M,Olive,Winter,4.4,Yes,2-Day Shipping,Yes,13,Venmo,Quarterly,4,3.25,1218,1,0.6,High,-0.6563497386016952,0.7668360503374763,Low,Silver
94,37,Male,Sweater,Clothing,62,Florida,M,Purple,Fall,4.5,Yes,Standard,Yes,46,Credit Card,Weekly,52,0.8846153846153846,2914,1,0.6,High,4.483345083049652,0.27856762047942174,High,Platinum
95,58,Male,Skirt,Clothing,76,Nevada,S,Silver,Spring,4.6,Yes,Free Shipping,Yes,28,Credit Card,Weekly,52,0.5384615384615384,2204,1,0.6,High,3.2374224660848823,0.326742525971366,High,Gold
96,37,Male,Sneakers,Footwear,100,Missouri,L,Pink,Fall,3.8,Yes,Free Shipping,Yes,48,PayPal,Monthly,12,4.0,4900,1,0.6,Medium,2.2421947983657917,0.125266711298664,High,Platinum
97,32,Male,Gloves,Accessories,73,Delaware,S,Gold,Spring,3.8,Yes,Express,Yes,43,Venmo,Quarterly,4,10.0,3212,1,0.6,Medium,1.4201879563395883,1.7192697649100896,High,Platinum
98,21,Male,Shoes,Footwear,92,Virginia,M,Teal,Winter,4.8,Yes,Store Pickup,Yes,37,Cash,Annually,1,10.0,3496,1,0.6,High,0.8264114575253356,3.1206359661438228,Medium,Platinum
99,20,Male,Jeans,Clothing,67,New York,XL,Teal,Spring,2.6,Yes,Next Day Air,Yes,20,Bank Transfer,Annually,1,10.0,1407,1,0.6,Low,-0.35029323627472486,0.03763032342961048,Medium,Gold
100,26,Male,Hoodie,Clothing,40,Missouri,XL,Indigo,Summer,3.7,Yes,Express,Yes,33,Debit Card,Quarterly,4,8.25,1360,1,0.6,Medium,0.7280087246924938,1.1142155874833841,Medium,Gold
101,62,Male,Sunglasses,Accessories,98,South Dakota,M,Maroon,Fall,2.7,Yes,Express,Yes,31,Cash,Fortnightly,26,1.1923076923076923,3136,1,0.6,Low,1.8983452504203786,-2.1621477954022494,High,Platinum
102,27,Male,Coat,Outerwear,85,North Dakota,XL,White,Spring,4.6,Yes,Express,Yes,50,Credit Card,Bi-Weekly,26,1.9230769230769231,4335,1,0.6,High,3.2134857905498584,0.6945893844970796,High,Platinum
103,51,Male,Socks,Clothing,67,Oklahoma,L,Violet,Winter,4.8,Yes,Next Day Air,Yes,35,Credit Card,Quarterly,4,8.75,2412,1,0.6,High,0.8664445710219127,2.7885519966414423,High,Platinum
104,54,Male,Boots,Footwear,89,West Virginia,L,Red,Winter,4.0,Yes,Next Day Air,Yes,22,Venmo,Bi-Weekly,26,0.8461538461538461,2047,1,0.6,Medium,1.2753839419379935,-0.43233344842982563,High,Gold
105,55,Male,Sunglasses,Accessories,24,New Hampshire,L,Pink,Spring,4.4,Yes,2-Day Shipping,Yes,1,PayPal,Monthly,12,0.08333333333333333,48,1,0.6,High,-1.0110475903755525,-0.07444333906855383,Low,Bronze
106,69,Male,Backpack,Accessories,96,New York,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,4,Bank Transfer,Annually,1,4.0,480,1,0.6,Medium,-1.4577800069100761,-0.1550065289480822,Low,Bronze
107,64,Male,Jacket,Outerwear,35,Minnesota,L,White,Summer,3.7,Yes,Standard,Yes,31,Credit Card,Monthly,12,2.5833333333333335,1120,1,0.6,Medium,1.0654901045657308,-0.3912317409274064,High,Silver
108,28,Male,Sneakers,Footwear,67,Maryland,L,Olive,Winter,3.1,Yes,Next Day Air,Yes,46,PayPal,Fortnightly,26,1.7692307692307692,3149,1,0.6,Medium,2.9366140978910202,-1.4483317905230428,High,Platinum
109,70,Male,Socks,Clothing,79,Montana,L,Purple,Spring,3.4,Yes,Next Day Air,Yes,32,Bank Transfer,Bi-Weekly,26,1.2307692307692308,2607,1,0.6,Medium,1.9675631735850883,-1.1709734862462562,High,Platinum
110,58,Male,T-shirt,Clothing,85,Alabama,M,Violet,Spring,2.6,Yes,Next Day Air,Yes,43,Bank Transfer,Fortnightly,26,1.6538461538461537,3740,1,0.6,Low,2.728960328396892,-2.179668796017052,High,Platinum
111,56,Male,Backpack,Accessories,26,New York,M,Black,Summer,4.0,Yes,Standard,Yes,26,Venmo,Fortnightly,26,1.0,702,1,0.6,Medium,1.5522556345968315,-0.39146157526030195,High,Silver
112,26,Male,Belt,Accessories,75,Massachusetts,L,Purple,Summer,5.0,Yes,Free Shipping,Yes,9,Credit Card,Annually,1,9.0,750,1,0.6,High,-1.1116903910865288,3.135242030788665,Low,Silver
113,37,Male,Gloves,Accessories,65,Florida,M,Red,Spring,4.3,Yes,Free Shipping,Yes,28,PayPal,Bi-Weekly,26,1.0769230769230769,1885,1,0.6,High,1.6906914809262503,0.049384221694579566,High,Gold
114,44,Male,Hat,Accessories,54,New Jersey,L,Maroon,Winter,3.1,Yes,Next Day Air,Yes,20,PayPal,Quarterly,4,5.0,1134,1,0.6,Medium,-0.171824276448729,-0.5900224539630444,Medium,Silver
115,70,Male,Coat,Outerwear,95,Massachusetts,S,Blue,Summer,3.7,Yes,Store Pickup,Yes,9,Cash,Weekly,52,0.17307692307692307,950,1,0.6,Medium,1.9222819259554027,-1.0315577539166116,High,Silver
116,53,Male,Skirt,Clothing,94,Wyoming,M,Gray,Spring,3.8,Yes,Standard,Yes,48,Debit Card,Quarterly,4,10.0,4606,1,0.6,Medium,1.7662775721631356,1.7192697649100896,High,Platinum
117,55,Male,Shoes,Footwear,86,Virginia,S,Blue,Spring,3.4,Yes,Free Shipping,Yes,12,Venmo,Annually,1,10.0,1118,1,0.6,Medium,-0.9040366215924007,1.1587232844165967,Low,Silver
118,50,Male,Sandals,Footwear,32,South Dakota,L,Yellow,Summer,4.6,Yes,Express,Yes,29,Cash,Fortnightly,26,1.1153846153846154,960,1,0.6,High,1.7599094040909598,0.48001205035708006,High,Silver
119,50,Male,Sweater,Clothing,45,Kentucky,L,Orange,Fall,4.8,Yes,2-Day Shipping,Yes,27,Cash,Bi-Weekly,26,1.0384615384615385,1260,1,0.6,High,1.621473557761541,0.739849354019065,High,Silver
120,38,Male,Coat,Outerwear,76,Wyoming,M,Orange,Fall,4.3,Yes,Express,Yes,44,Cash,Annually,1,10.0,3420,1,0.6,High,1.3109369196783018,2.419952865526956,High,Platinum
121,64,Male,Hat,Accessories,84,West Virginia,L,Red,Summer,4.0,Yes,Express,Yes,32,Bank Transfer,Annually,1,10.0,2772,1,0.6,Medium,0.4803218417017884,1.9995430051568364,Medium,Platinum
